"# Municipality code crosswalk across boundary/demarcation versions, ALL PROVINCES (national), 2000-2026."
# Sources: IEC Atlas GeoServer (atlas.elections.org.za) per-election-year municipality layers (2000/2006/2011/2016/2021); MDB_Local_Municipalities_2026.csv (current).
"# Raw / unfiltered by design -- province-level filtering (e.g. to Mpumalanga) to be done as a later cleaning step, not here."
municipality_code,municipality_name,province,election_year,boundary_version
KZ271,Umhlabuyalingana,KWAZULU NATAL,2006,LGE2006_boundary
KZ272,Jozini,KWAZULU NATAL,2006,LGE2006_boundary
KZ273,The Big 5 False Bay,KWAZULU NATAL,2006,LGE2006_boundary
KZ274,Hlabisa,KWAZULU NATAL,2006,LGE2006_boundary
KZ275,Mtubatuba,KWAZULU NATAL,2006,LGE2006_boundary
KZ281,Mbonambi,KWAZULU NATAL,2006,LGE2006_boundary
KZ282,uMhlathuze,KWAZULU NATAL,2006,LGE2006_boundary
KZ283,Ntambanana,KWAZULU NATAL,2006,LGE2006_boundary
KZ284,uMlalazi,KWAZULU NATAL,2006,LGE2006_boundary
KZ285,Mthonjaneni,KWAZULU NATAL,2006,LGE2006_boundary
KZ286,Nkandla,KWAZULU NATAL,2006,LGE2006_boundary
KZ291,eNdondakusuka,KWAZULU NATAL,2006,LGE2006_boundary
KZ292,KwaDukuza,KWAZULU NATAL,2006,LGE2006_boundary
KZ293,Ndwedwe,KWAZULU NATAL,2006,LGE2006_boundary
KZ294,Maphumulo,KWAZULU NATAL,2006,LGE2006_boundary
KZ5a1,Ingwe,KWAZULU NATAL,2006,LGE2006_boundary
KZ5a2,Kwa Sani,KWAZULU NATAL,2006,LGE2006_boundary
KZ5a4,Greater Kokstad,KWAZULU NATAL,2006,LGE2006_boundary
KZ5a5,Ubuhlebezwe,KWAZULU NATAL,2006,LGE2006_boundary
KZ5a6,Umzimkhulu,KWAZULU NATAL,2006,LGE2006_boundary
KZDMA22,,KWAZULU NATAL,2006,LGE2006_boundary
KZDMA23,,KWAZULU NATAL,2006,LGE2006_boundary
KZDMA27,,KWAZULU NATAL,2006,LGE2006_boundary
KZDMA43,,KWAZULU NATAL,2006,LGE2006_boundary
ETH,Ethekwini,KwaZulu-Natal,2006,LGE2006_boundary
MPDMA32,,MPUMALANGA,2006,LGE2006_boundary
MP301,Albert Luthuli,Mpumalanga,2006,LGE2006_boundary
MP302,Msukaligwa,Mpumalanga,2006,LGE2006_boundary
MP303,Mkhondo,Mpumalanga,2006,LGE2006_boundary
MP304,Seme,Mpumalanga,2006,LGE2006_boundary
MP305,Lekwa,Mpumalanga,2006,LGE2006_boundary
MP306,Dipaleseng,Mpumalanga,2006,LGE2006_boundary
MP307,Highveld East,Mpumalanga,2006,LGE2006_boundary
MP311,Delmas,Mpumalanga,2006,LGE2006_boundary
MP312,Emalahleni,Mpumalanga,2006,LGE2006_boundary
MP313,Middelburg,Mpumalanga,2006,LGE2006_boundary
MP314,Highlands,Mpumalanga,2006,LGE2006_boundary
MP315,Thembisile,Mpumalanga,2006,LGE2006_boundary
MP316,Dr JS Moroka,Mpumalanga,2006,LGE2006_boundary
MP321,Thaba Chweu,Mpumalanga,2006,LGE2006_boundary
MP322,Mbombela,Mpumalanga,2006,LGE2006_boundary
MP323,Umjindi,Mpumalanga,2006,LGE2006_boundary
MP324,Nkomazi,Mpumalanga,2006,LGE2006_boundary
MP325,Bushbuckridge,Mpumalanga,2006,LGE2006_boundary
NW391,Kagisano,NORTH WEST,2006,LGE2006_boundary
NW395,Molopo,NORTH WEST,2006,LGE2006_boundary
NW405,Merafong City,NORTH WEST,2006,LGE2006_boundary
NCDMA06,,NORTHERN CAPE,2006,LGE2006_boundary
NCDMA07,,NORTHERN CAPE,2006,LGE2006_boundary
NCDMA08,,NORTHERN CAPE,2006,LGE2006_boundary
NCDMA09,,NORTHERN CAPE,2006,LGE2006_boundary
NCDMA45,,NORTHERN CAPE,2006,LGE2006_boundary
NP03a2,Makhuduthamaga,NORTHERN PROVINCE,2006,LGE2006_boundary
NP03a3,Fetakgomo,NORTHERN PROVINCE,2006,LGE2006_boundary
NP03a4,Greater Marble Hall,NORTHERN PROVINCE,2006,LGE2006_boundary
NP03a5,Greater Groblersdal,NORTHERN PROVINCE,2006,LGE2006_boundary
NP03a6,Greater Tubatse,NORTHERN PROVINCE,2006,LGE2006_boundary
NP331,Greater Giyani,NORTHERN PROVINCE,2006,LGE2006_boundary
NP332,Greater Letaba,NORTHERN PROVINCE,2006,LGE2006_boundary
NP333,Greater Tzaneen,NORTHERN PROVINCE,2006,LGE2006_boundary
NP334,Ba-Phalaborwa,NORTHERN PROVINCE,2006,LGE2006_boundary
NP335,Maruleng,NORTHERN PROVINCE,2006,LGE2006_boundary
NP341,Musina,NORTHERN PROVINCE,2006,LGE2006_boundary
NP342,Mutale,NORTHERN PROVINCE,2006,LGE2006_boundary
NP343,Thulamela,NORTHERN PROVINCE,2006,LGE2006_boundary
NP344,Makhado,NORTHERN PROVINCE,2006,LGE2006_boundary
NP351,Blouberg,NORTHERN PROVINCE,2006,LGE2006_boundary
NP352,Aganang,NORTHERN PROVINCE,2006,LGE2006_boundary
NP353,Molemole,NORTHERN PROVINCE,2006,LGE2006_boundary
NP354,Polokwane,NORTHERN PROVINCE,2006,LGE2006_boundary
NP355,Lepele-Nkumpi,NORTHERN PROVINCE,2006,LGE2006_boundary
NP361,Thabazimbi,NORTHERN PROVINCE,2006,LGE2006_boundary
NP362,Lephalale,NORTHERN PROVINCE,2006,LGE2006_boundary
NP364,Mookgopong,NORTHERN PROVINCE,2006,LGE2006_boundary
NP365,Modimolle,NORTHERN PROVINCE,2006,LGE2006_boundary
NP366,Bela-Bela,NORTHERN PROVINCE,2006,LGE2006_boundary
NP367,Mogalakwena,NORTHERN PROVINCE,2006,LGE2006_boundary
NPDMA33,,NORTHERN PROVINCE,2006,LGE2006_boundary
NW371,Moretele,North West,2006,LGE2006_boundary
NW372,Local Municipality of Madibeng,North West,2006,LGE2006_boundary
NW373,Rustenburg,North West,2006,LGE2006_boundary
NW374,Kgetlengrivier,North West,2006,LGE2006_boundary
NW375,Moses Kotane,North West,2006,LGE2006_boundary
NW381,Setla-Kgobi,North West,2006,LGE2006_boundary
NW382,Tswaing,North West,2006,LGE2006_boundary
NW383,Mafikeng,North West,2006,LGE2006_boundary
NW384,Lichtenburg,North West,2006,LGE2006_boundary
NW385,Zeerust,North West,2006,LGE2006_boundary
NW392,Naledi,North West,2006,LGE2006_boundary
NW393,Schweizer-Reneke,North West,2006,LGE2006_boundary
NW394,Greater Taung,North West,2006,LGE2006_boundary
NW396,Lekwa-Teemane,North West,2006,LGE2006_boundary
NW401,Ventersdorp,North West,2006,LGE2006_boundary
NW402,Potchefstroom,North West,2006,LGE2006_boundary
NW403,City Council of Klerksdorp,North West,2006,LGE2006_boundary
NW404,Maquassi Hills,North West,2006,LGE2006_boundary
NC061,Richtersveld,Northern Cape,2006,LGE2006_boundary
NC062,Nama Khoi,Northern Cape,2006,LGE2006_boundary
NC064,Kamiesberg,Northern Cape,2006,LGE2006_boundary
NC065,Hantam,Northern Cape,2006,LGE2006_boundary
NC066,Karoo Hoogland,Northern Cape,2006,LGE2006_boundary
NC067,Khâi-Ma,Northern Cape,2006,LGE2006_boundary
NC071,Ubuntu,Northern Cape,2006,LGE2006_boundary
NC072,Umsobomvu,Northern Cape,2006,LGE2006_boundary
NC073,Emthanjeni,Northern Cape,2006,LGE2006_boundary
NC074,Kareeberg,Northern Cape,2006,LGE2006_boundary
NC075,Renosterberg,Northern Cape,2006,LGE2006_boundary
NC076,Thembelihle,Northern Cape,2006,LGE2006_boundary
NC077,Siyathemba,Northern Cape,2006,LGE2006_boundary
NC078,Siyancuma,Northern Cape,2006,LGE2006_boundary
NC081,Mier,Northern Cape,2006,LGE2006_boundary
NC082,Kai !Garib,Northern Cape,2006,LGE2006_boundary
NC083,//Khara Hais,Northern Cape,2006,LGE2006_boundary
NC084,!Kheis,Northern Cape,2006,LGE2006_boundary
NC085,Tsantsabane,Northern Cape,2006,LGE2006_boundary
NC086,Kgatelopele,Northern Cape,2006,LGE2006_boundary
NC091,Sol Plaatjie,Northern Cape,2006,LGE2006_boundary
NC092,Dikgatlong,Northern Cape,2006,LGE2006_boundary
NC093,Magareng,Northern Cape,2006,LGE2006_boundary
NC094,Phokwane,Northern Cape,2006,LGE2006_boundary
NC451,Moshaweng,Northern Cape,2006,LGE2006_boundary
NC452,Ga-Segonyana,Northern Cape,2006,LGE2006_boundary
NC453,Gamagara,Northern Cape,2006,LGE2006_boundary
WCDMA01,,WESTERN CAPE,2006,LGE2006_boundary
WCDMA02,,WESTERN CAPE,2006,LGE2006_boundary
WCDMA03,,WESTERN CAPE,2006,LGE2006_boundary
WCDMA04,,WESTERN CAPE,2006,LGE2006_boundary
WCDMA05,,WESTERN CAPE,2006,LGE2006_boundary
CPT,City of Cape Town,Western Cape,2006,LGE2006_boundary
WC011,Matzikama,Western Cape,2006,LGE2006_boundary
WC012,Cederberg,Western Cape,2006,LGE2006_boundary
WC013,Bergrivier,Western Cape,2006,LGE2006_boundary
WC014,Saldanha Bay,Western Cape,2006,LGE2006_boundary
WC015,Swartland,Western Cape,2006,LGE2006_boundary
WC022,Witzenberg,Western Cape,2006,LGE2006_boundary
WC023,Drakenstein,Western Cape,2006,LGE2006_boundary
WC024,Stellenbosch,Western Cape,2006,LGE2006_boundary
WC025,Breede Valley,Western Cape,2006,LGE2006_boundary
WC026,Breede River/Winelands,Western Cape,2006,LGE2006_boundary
WC031,Theewaterskloof,Western Cape,2006,LGE2006_boundary
WC032,Overstrand,Western Cape,2006,LGE2006_boundary
WC033,Cape Agulhas,Western Cape,2006,LGE2006_boundary
WC034,Swellendam,Western Cape,2006,LGE2006_boundary
WC041,Kannaland,Western Cape,2006,LGE2006_boundary
WC042,Langeberg,Western Cape,2006,LGE2006_boundary
WC043,Mossel Bay,Western Cape,2006,LGE2006_boundary
WC044,George,Western Cape,2006,LGE2006_boundary
WC045,Oudtshoorn,Western Cape,2006,LGE2006_boundary
WC047,Plettenberg Bay,Western Cape,2006,LGE2006_boundary
WC048,Knysna,Western Cape,2006,LGE2006_boundary
WC051,Laingsburg,Western Cape,2006,LGE2006_boundary
WC052,Prince Albert,Western Cape,2006,LGE2006_boundary
WC053,Beaufort West,Western Cape,2006,LGE2006_boundary
BUF,BUF - Buffalo City,Eastern Cape,2011,LGE2011_boundary
EC101,Camdeboo,Eastern Cape,2011,LGE2011_boundary
EC102,Blue Crane Route,Eastern Cape,2011,LGE2011_boundary
EC103,Ikwezi,Eastern Cape,2011,LGE2011_boundary
EC104,Makana,Eastern Cape,2011,LGE2011_boundary
EC105,Ndlambe,Eastern Cape,2011,LGE2011_boundary
EC106,Sundays River Valley,Eastern Cape,2011,LGE2011_boundary
EC107,Baviaans,Eastern Cape,2011,LGE2011_boundary
EC108,Kouga,Eastern Cape,2011,LGE2011_boundary
EC109,Kou-Kamma,Eastern Cape,2011,LGE2011_boundary
EC121,Mbhashe,Eastern Cape,2011,LGE2011_boundary
EC122,Mnquma,Eastern Cape,2011,LGE2011_boundary
EC123,Great Kei,Eastern Cape,2011,LGE2011_boundary
EC124,Amahlathi,Eastern Cape,2011,LGE2011_boundary
EC126,Ngqushwa,Eastern Cape,2011,LGE2011_boundary
EC127,Nkonkobe,Eastern Cape,2011,LGE2011_boundary
EC128,Nxuba,Eastern Cape,2011,LGE2011_boundary
EC131,Inxuba Yethemba,Eastern Cape,2011,LGE2011_boundary
EC132,Tsolwana,Eastern Cape,2011,LGE2011_boundary
EC133,Inkwanca,Eastern Cape,2011,LGE2011_boundary
EC134,Lukhanji,Eastern Cape,2011,LGE2011_boundary
EC135,Intsika Yethu,Eastern Cape,2011,LGE2011_boundary
EC136,Emalahleni,Eastern Cape,2011,LGE2011_boundary
EC137,Engcobo,Eastern Cape,2011,LGE2011_boundary
EC138,Sakhisizwe,Eastern Cape,2011,LGE2011_boundary
EC141,Elundini,Eastern Cape,2011,LGE2011_boundary
EC142,Senqu,Eastern Cape,2011,LGE2011_boundary
EC143,Maletswai,Eastern Cape,2011,LGE2011_boundary
EC144,Gariep,Eastern Cape,2011,LGE2011_boundary
EC153,Ngquza Hill,Eastern Cape,2011,LGE2011_boundary
EC154,Port St Johns,Eastern Cape,2011,LGE2011_boundary
EC155,Nyandeni,Eastern Cape,2011,LGE2011_boundary
EC156,Mhlontlo,Eastern Cape,2011,LGE2011_boundary
EC157,King Sabata Dalindyebo,Eastern Cape,2011,LGE2011_boundary
EC441,Matatiele,Eastern Cape,2011,LGE2011_boundary
EC442,Umzimvubu,Eastern Cape,2011,LGE2011_boundary
EC443,Mbizana,Eastern Cape,2011,LGE2011_boundary
EC444,Ntabankulu,Eastern Cape,2011,LGE2011_boundary
NMA,NMA - Nelson Mandela Bay,Eastern Cape,2011,LGE2011_boundary
FS161,Letsemeng,Free State,2011,LGE2011_boundary
FS162,Kopanong,Free State,2011,LGE2011_boundary
FS163,Mohokare,Free State,2011,LGE2011_boundary
FS164,Naledi,Free State,2011,LGE2011_boundary
FS181,Masilonyana,Free State,2011,LGE2011_boundary
FS182,Tokologo,Free State,2011,LGE2011_boundary
FS183,Tswelopele,Free State,2011,LGE2011_boundary
FS184,Matjhabeng,Free State,2011,LGE2011_boundary
FS185,Nala,Free State,2011,LGE2011_boundary
FS191,Setsoto,Free State,2011,LGE2011_boundary
FS192,Dihlabeng,Free State,2011,LGE2011_boundary
FS193,Nketoana,Free State,2011,LGE2011_boundary
FS194,Maluti a Phofung,Free State,2011,LGE2011_boundary
FS195,Phumelela,Free State,2011,LGE2011_boundary
FS196,Mantsopa,Free State,2011,LGE2011_boundary
FS201,Moqhaka,Free State,2011,LGE2011_boundary
FS203,Ngwathe,Free State,2011,LGE2011_boundary
FS204,Metsimaholo,Free State,2011,LGE2011_boundary
FS205,Mafube,Free State,2011,LGE2011_boundary
MAN,MAN - Mangaung,Free State,2011,LGE2011_boundary
EKU,EKU - Ekurhuleni,Gauteng,2011,LGE2011_boundary
GT421,Emfuleni,Gauteng,2011,LGE2011_boundary
GT422,Midvaal,Gauteng,2011,LGE2011_boundary
GT423,Lesedi,Gauteng,2011,LGE2011_boundary
GT481,Mogale City,Gauteng,2011,LGE2011_boundary
GT482,Randfontein,Gauteng,2011,LGE2011_boundary
GT483,Westonaria,Gauteng,2011,LGE2011_boundary
GT484,Merafong City,Gauteng,2011,LGE2011_boundary
JHB,JHB - City of Johannesburg,Gauteng,2011,LGE2011_boundary
TSH,TSH - Tshwane Metro,Gauteng,2011,LGE2011_boundary
ETH,ETH - eThekwini,KwaZulu-Natal,2011,LGE2011_boundary
KZN211,Vulamehlo,KwaZulu-Natal,2011,LGE2011_boundary
KZN212,Umdoni,KwaZulu-Natal,2011,LGE2011_boundary
KZN213,Umzumbe,KwaZulu-Natal,2011,LGE2011_boundary
KZN214,UMuziwabantu,KwaZulu-Natal,2011,LGE2011_boundary
KZN215,Ezinqoleni,KwaZulu-Natal,2011,LGE2011_boundary
KZN216,Hibiscus Coast,KwaZulu-Natal,2011,LGE2011_boundary
KZN221,uMshwathi,KwaZulu-Natal,2011,LGE2011_boundary
KZN222,uMngeni,KwaZulu-Natal,2011,LGE2011_boundary
KZN223,Mooi Mpofana,KwaZulu-Natal,2011,LGE2011_boundary
KZN224,Impendle,KwaZulu-Natal,2011,LGE2011_boundary
KZN225,Msunduzi,KwaZulu-Natal,2011,LGE2011_boundary
KZN226,Mkhambathini,KwaZulu-Natal,2011,LGE2011_boundary
KZN227,Richmond,KwaZulu-Natal,2011,LGE2011_boundary
KZN232,Emnambithi/Ladysmith,KwaZulu-Natal,2011,LGE2011_boundary
KZN233,Indaka,KwaZulu-Natal,2011,LGE2011_boundary
KZN234,Umtshezi,KwaZulu-Natal,2011,LGE2011_boundary
KZN235,Okhahlamba,KwaZulu-Natal,2011,LGE2011_boundary
KZN236,Imbabazane,KwaZulu-Natal,2011,LGE2011_boundary
KZN241,Endumeni,KwaZulu-Natal,2011,LGE2011_boundary
KZN242,Nqutu,KwaZulu-Natal,2011,LGE2011_boundary
KZN244,Msinga,KwaZulu-Natal,2011,LGE2011_boundary
KZN245,Umvoti,KwaZulu-Natal,2011,LGE2011_boundary
KZN252,Newcastle,KwaZulu-Natal,2011,LGE2011_boundary
KZN253,eMadlangeni,KwaZulu-Natal,2011,LGE2011_boundary
KZN254,Dannhauser,KwaZulu-Natal,2011,LGE2011_boundary
KZN261,eDumbe,KwaZulu-Natal,2011,LGE2011_boundary
KZN262,UPhongolo,KwaZulu-Natal,2011,LGE2011_boundary
KZN263,Abaqulusi,KwaZulu-Natal,2011,LGE2011_boundary
KZN265,Nongoma,KwaZulu-Natal,2011,LGE2011_boundary
KZN266,Ulundi,KwaZulu-Natal,2011,LGE2011_boundary
KZN271,Umhlabuyalingana,KwaZulu-Natal,2011,LGE2011_boundary
KZN272,Jozini,KwaZulu-Natal,2011,LGE2011_boundary
KZN273,The Big 5 False Bay,KwaZulu-Natal,2011,LGE2011_boundary
KZN274,Hlabisa,KwaZulu-Natal,2011,LGE2011_boundary
KZN275,Mtubatuba,KwaZulu-Natal,2011,LGE2011_boundary
KZN281,Mfolozi,KwaZulu-Natal,2011,LGE2011_boundary
KZN282,uMhlathuze,KwaZulu-Natal,2011,LGE2011_boundary
KZN283,Ntambana,KwaZulu-Natal,2011,LGE2011_boundary
KZN284,uMlalazi,KwaZulu-Natal,2011,LGE2011_boundary
KZN285,Mthonjaneni,KwaZulu-Natal,2011,LGE2011_boundary
KZN286,Nkandla,KwaZulu-Natal,2011,LGE2011_boundary
KZN291,Mandeni,KwaZulu-Natal,2011,LGE2011_boundary
KZN292,KwaDukuza,KwaZulu-Natal,2011,LGE2011_boundary
KZN293,Ndwedwe,KwaZulu-Natal,2011,LGE2011_boundary
KZN294,Maphumulo,KwaZulu-Natal,2011,LGE2011_boundary
KZN431,Ingwe,KwaZulu-Natal,2011,LGE2011_boundary
KZN432,Kwa Sani,KwaZulu-Natal,2011,LGE2011_boundary
KZN433,Greater Kokstad,KwaZulu-Natal,2011,LGE2011_boundary
KZN434,Ubuhlebezwe,KwaZulu-Natal,2011,LGE2011_boundary
KZN435,Umzimkhulu,KwaZulu-Natal,2011,LGE2011_boundary
LIM331,Greater Giyani,Limpopo,2011,LGE2011_boundary
LIM332,Greater Letaba,Limpopo,2011,LGE2011_boundary
LIM333,Greater Tzaneen,Limpopo,2011,LGE2011_boundary
LIM334,Ba-Phalaborwa,Limpopo,2011,LGE2011_boundary
LIM335,Maruleng,Limpopo,2011,LGE2011_boundary
LIM341,Musina,Limpopo,2011,LGE2011_boundary
LIM342,Mutale,Limpopo,2011,LGE2011_boundary
LIM343,Thulamela,Limpopo,2011,LGE2011_boundary
LIM344,Makhado,Limpopo,2011,LGE2011_boundary
LIM351,Blouberg,Limpopo,2011,LGE2011_boundary
LIM352,Aganang,Limpopo,2011,LGE2011_boundary
LIM353,Molemole,Limpopo,2011,LGE2011_boundary
LIM354,Polokwane,Limpopo,2011,LGE2011_boundary
LIM355,Lepele-Nkumpi,Limpopo,2011,LGE2011_boundary
LIM361,Thabazimbi,Limpopo,2011,LGE2011_boundary
LIM362,Lephalale,Limpopo,2011,LGE2011_boundary
LIM364,Mookgopong,Limpopo,2011,LGE2011_boundary
LIM365,Modimolle,Limpopo,2011,LGE2011_boundary
LIM366,Bela-Bela,Limpopo,2011,LGE2011_boundary
LIM367,Mogalakwena,Limpopo,2011,LGE2011_boundary
LIM471,Greater Marble Hall,Limpopo,2011,LGE2011_boundary
LIM472,Greater Groblersdal,Limpopo,2011,LGE2011_boundary
LIM473,Makhuduthamaga,Limpopo,2011,LGE2011_boundary
LIM474,Fetakgomo,Limpopo,2011,LGE2011_boundary
LIM475,Greater Tubatse,Limpopo,2011,LGE2011_boundary
MP301,Albert Luthuli,Mpumalanga,2011,LGE2011_boundary
MP302,Msukaligwa,Mpumalanga,2011,LGE2011_boundary
MP303,Mkhondo,Mpumalanga,2011,LGE2011_boundary
MP304,Pixley Ka Seme,Mpumalanga,2011,LGE2011_boundary
MP305,Lekwa,Mpumalanga,2011,LGE2011_boundary
MP306,Dipaleseng,Mpumalanga,2011,LGE2011_boundary
MP307,Govan Mbeki,Mpumalanga,2011,LGE2011_boundary
MP311,Delmas,Mpumalanga,2011,LGE2011_boundary
MP312,Emalahleni,Mpumalanga,2011,LGE2011_boundary
MP313,Steve Tshwete,Mpumalanga,2011,LGE2011_boundary
MP314,Emakhazeni,Mpumalanga,2011,LGE2011_boundary
MP315,Thembisile,Mpumalanga,2011,LGE2011_boundary
MP316,Dr JS Moroka,Mpumalanga,2011,LGE2011_boundary
MP321,Thaba Chweu,Mpumalanga,2011,LGE2011_boundary
MP322,Mbombela,Mpumalanga,2011,LGE2011_boundary
MP323,Umjindi,Mpumalanga,2011,LGE2011_boundary
MP324,Nkomazi,Mpumalanga,2011,LGE2011_boundary
MP325,Bushbuckridge,Mpumalanga,2011,LGE2011_boundary
NW371,Moretele,North West,2011,LGE2011_boundary
NW372,Madibeng,North West,2011,LGE2011_boundary
NW373,Rustenburg,North West,2011,LGE2011_boundary
NW374,Kgetlengrivier,North West,2011,LGE2011_boundary
NW375,Moses Kotane,North West,2011,LGE2011_boundary
NW381,Ratlou,North West,2011,LGE2011_boundary
NW382,Tswaing,North West,2011,LGE2011_boundary
NW383,Mafikeng,North West,2011,LGE2011_boundary
NW384,Ditsobotla,North West,2011,LGE2011_boundary
NW385,Ramotshere Moiloa,North West,2011,LGE2011_boundary
NW392,Naledi,North West,2011,LGE2011_boundary
NW393,Mamusa,North West,2011,LGE2011_boundary
NW394,Greater Taung,North West,2011,LGE2011_boundary
NW396,Lekwa-Teemane,North West,2011,LGE2011_boundary
NW397,NW397 Local Municipality,North West,2011,LGE2011_boundary
NW401,Ventersdorp,North West,2011,LGE2011_boundary
NW402,Potchefstroom,North West,2011,LGE2011_boundary
NW403,Matlosana,North West,2011,LGE2011_boundary
NW404,Maquassi Hills,North West,2011,LGE2011_boundary
NC061,RICHTERSVELD,Northern Cape,2011,LGE2011_boundary
NC062,NAMA KHOI,Northern Cape,2011,LGE2011_boundary
NC064,KAMIESBERG,Northern Cape,2011,LGE2011_boundary
NC065,HANTAM,Northern Cape,2011,LGE2011_boundary
NC066,KAROO HOOGLAND,Northern Cape,2011,LGE2011_boundary
NC067,KHâI-MA,Northern Cape,2011,LGE2011_boundary
NC071,UBUNTU,Northern Cape,2011,LGE2011_boundary
NC072,UMSOBOMVU,Northern Cape,2011,LGE2011_boundary
NC073,EMTHANJENI,Northern Cape,2011,LGE2011_boundary
NC074,KAREEBERG,Northern Cape,2011,LGE2011_boundary
NC075,RENOSTERBERG,Northern Cape,2011,LGE2011_boundary
NC076,THEMBELIHLE,Northern Cape,2011,LGE2011_boundary
NC077,SIYATHEMBA,Northern Cape,2011,LGE2011_boundary
NC078,SIYANCUMA,Northern Cape,2011,LGE2011_boundary
NC081,MIER,Northern Cape,2011,LGE2011_boundary
NC082,KAI !GARIB,Northern Cape,2011,LGE2011_boundary
NC083,KHARA HAIS,Northern Cape,2011,LGE2011_boundary
NC084,!KHEIS,Northern Cape,2011,LGE2011_boundary
NC085,TSANTSABANE,Northern Cape,2011,LGE2011_boundary
NC086,KGATELOPELE,Northern Cape,2011,LGE2011_boundary
NC091,Sol Plaatje,Northern Cape,2011,LGE2011_boundary
NC092,Dikgatlong,Northern Cape,2011,LGE2011_boundary
NC093,Magareng,Northern Cape,2011,LGE2011_boundary
NC094,Phokwane,Northern Cape,2011,LGE2011_boundary
NC451,Joe Morolong,Northern Cape,2011,LGE2011_boundary
NC452,GA-SEGONYANA,Northern Cape,2011,LGE2011_boundary
NC453,GAMAGARA,Northern Cape,2011,LGE2011_boundary
CPT,CPT - City of Cape Town,Western Cape,2011,LGE2011_boundary
WC011,Matzikama,Western Cape,2011,LGE2011_boundary
WC012,Cederberg,Western Cape,2011,LGE2011_boundary
WC013,Bergrivier,Western Cape,2011,LGE2011_boundary
WC014,Saldanha Bay,Western Cape,2011,LGE2011_boundary
WC015,Swartland,Western Cape,2011,LGE2011_boundary
WC022,Witzenberg,Western Cape,2011,LGE2011_boundary
WC023,Drakenstein,Western Cape,2011,LGE2011_boundary
WC024,Stellenbosch,Western Cape,2011,LGE2011_boundary
WC025,Breede Valley,Western Cape,2011,LGE2011_boundary
WC026,Langeberg,Western Cape,2011,LGE2011_boundary
WC031,Theewaterskloof,Western Cape,2011,LGE2011_boundary
WC032,Overstrand,Western Cape,2011,LGE2011_boundary
WC033,Cape Agulhas,Western Cape,2011,LGE2011_boundary
WC034,Swellendam,Western Cape,2011,LGE2011_boundary
WC041,Kannaland,Western Cape,2011,LGE2011_boundary
WC042,Hessequa,Western Cape,2011,LGE2011_boundary
WC043,Mossel Bay,Western Cape,2011,LGE2011_boundary
WC044,George,Western Cape,2011,LGE2011_boundary
WC045,Oudtshoorn,Western Cape,2011,LGE2011_boundary
WC047,Bitou,Western Cape,2011,LGE2011_boundary
WC048,Knysna,Western Cape,2011,LGE2011_boundary
WC051,Laingsburg,Western Cape,2011,LGE2011_boundary
WC052,Prince Albert,Western Cape,2011,LGE2011_boundary
WC053,Beaufort West,Western Cape,2011,LGE2011_boundary
BUF,BUF - Buffalo City,Eastern Cape,2016,LGE2016_boundary
EC101,Dr. Beyers Naude,Eastern Cape,2016,LGE2016_boundary
EC102,Blue Crane Route,Eastern Cape,2016,LGE2016_boundary
EC104,Makana,Eastern Cape,2016,LGE2016_boundary
EC105,Ndlambe,Eastern Cape,2016,LGE2016_boundary
EC106,Sundays River Valley,Eastern Cape,2016,LGE2016_boundary
EC108,Kouga,Eastern Cape,2016,LGE2016_boundary
EC109,Kou-Kamma,Eastern Cape,2016,LGE2016_boundary
EC121,Mbhashe,Eastern Cape,2016,LGE2016_boundary
EC122,Mnquma,Eastern Cape,2016,LGE2016_boundary
EC123,Great Kei,Eastern Cape,2016,LGE2016_boundary
EC124,Amahlathi,Eastern Cape,2016,LGE2016_boundary
EC126,Ngqushwa,Eastern Cape,2016,LGE2016_boundary
EC129,Raymond Mhlaba,Eastern Cape,2016,LGE2016_boundary
EC131,Inxuba Yethemba,Eastern Cape,2016,LGE2016_boundary
EC135,Intsika Yethu,Eastern Cape,2016,LGE2016_boundary
EC136,Emalahleni,Eastern Cape,2016,LGE2016_boundary
EC137,Engcobo,Eastern Cape,2016,LGE2016_boundary
EC138,Sakhisizwe,Eastern Cape,2016,LGE2016_boundary
EC139,Enoch Mgijima,Eastern Cape,2016,LGE2016_boundary
EC141,Elundini,Eastern Cape,2016,LGE2016_boundary
EC142,Senqu,Eastern Cape,2016,LGE2016_boundary
EC145,Walter Sisulu,Eastern Cape,2016,LGE2016_boundary
EC153,Ngquza Hill,Eastern Cape,2016,LGE2016_boundary
EC154,Port St Johns,Eastern Cape,2016,LGE2016_boundary
EC155,Nyandeni,Eastern Cape,2016,LGE2016_boundary
EC156,Mhlontlo,Eastern Cape,2016,LGE2016_boundary
EC157,King Sabata Dalindyebo,Eastern Cape,2016,LGE2016_boundary
EC441,Matatiele,Eastern Cape,2016,LGE2016_boundary
EC442,Umzimvubu,Eastern Cape,2016,LGE2016_boundary
EC443,Mbizana,Eastern Cape,2016,LGE2016_boundary
EC444,Ntabankulu,Eastern Cape,2016,LGE2016_boundary
NMA,NMA - Nelson Mandela Bay,Eastern Cape,2016,LGE2016_boundary
FS161,Letsemeng,Free State,2016,LGE2016_boundary
FS162,Kopanong,Free State,2016,LGE2016_boundary
FS163,Mohokare,Free State,2016,LGE2016_boundary
FS181,Masilonyana,Free State,2016,LGE2016_boundary
FS182,Tokologo,Free State,2016,LGE2016_boundary
FS183,Tswelopele,Free State,2016,LGE2016_boundary
